Content Title,Content Description,Content Type,Content Last Watched Date (if viewed),Content Completed At (if completed),Content Saved,Notes taken on videos (if taken),
Learning the R Tidyverse (2017),"R is an incredibly powerful and widely used programming language for statistical analysis and data science. The ""tidyverse"" collects some of the most versatile R packages: ggplot2, dplyr, tidyr, readr, purrr, and tibble. The packages work in harmony to clean, process, model, and visualize data.<br><br>

This course introduces the core concepts of the tidyverse as compared to the traditional base R. It focuses on the novice user and those unfamiliar with the pipe (%>%) operator. After covering these R basics, instructor Charlie Hadley progresses to importing and filtering data from Excel, CSV, and SPSS files, and summarizing and tabulating data in the tidyverse. Then learn how to identify if data is too wide or long and convert it if necessary, and conduct nonstandard evaluation. By the end of the course, you should be able to integrate the tidyverse into your R workflow and leverage a variety of new tools for importing, filtering, visualizing, and modeling research and statistical data.",Course,N/A,N/A,true,N/A,
R: Interactive Visualizations with htmlwidgets,"Using the R language almost exclusively, htmlwidgets allow you to create the same interactive maps, charts, and graphs you see on popular data journalism sites and in BI dashboards. You can connect R to popular JavaScript libraries—such as Plotly and Leaflet—with htmlwidget packages. The interactive visualizations you create can be used in R Markdown reports and presentations, and even integrated into rich, responsive Shiny applications. This course introduces you to the fundamental skills needed to add htmlwidgets to your R workflow.<br><br> 

Start by learning to manage packages and structure data for visualizations with the tidyverse and the pipe operator. Then there is an important question: Which library should you choose? The course introduces five popular options: Leaflet, Plotly, Highcharter, visNetwork, and DataTables (DT). Instructor Charlie Hadley shows how to use these libraries to create scattergeo, choropleth, and geolines maps; stacked bar charts, scatter charts, bubble charts, and heat maps; treemaps and time series charts; interactive networks and graphs; and responsive, interactive data tables. Plus, learn how to customize your visualizations with legends and tooltips, and extract click information for Shiny apps.",Course,2018-11-18 07:03 UTC,N/A,true,N/A,
Cert Prep: AWS Certified Solutions Architect - Associate,"AWS dominates the cloud computing market, but there's aren't enough trained AWS professionals to go around. Become an AWS Certified Solutions Architect to jump start your career in this exciting field. This course explains exactly who the certification is designed for and the benefits it offers. Lynn Langit then reviews the four main exam topics: solution design, implementation and deployment, data security, and troubleshooting. She also provides further resources for study, such as AWS whitepapers, architectural guidance, community forums, and other LinkedIn Learning training courses.",Course,2020-04-22 06:33 UTC,N/A,true,N/A,
Advanced MySQL and MariaDB,"MySQL and MariaDB are powerful database solutions that operate in slightly different ways. In this course Sheeri K. Cabral compares and contrasts MySQL and MariaDB, and shows you how to perform advanced tasks in each system. First, learn how to install and configure the Sphinx storage engine and HandlerSocket plugin. Then find out how to set up GTIDs (global transaction identifiers) and make replication even easier, especially for failover. Finally, discover how to install and use authentication and audit plugins, and learn how MySQL and MariaDB store geometric and geographical information. These tutorials will help you evaluate these database management systems and find useful new tools and techniques to add to your administrative arsenal.<br><br>

Want more information about MariaDB? Check out <em>Understanding MariaDB for MySQL Users</em>.",Course,N/A,N/A,true,N/A,
Learning Java 9 Modularity,"Project Jigsaw is the star attraction of Java 9. It introduces the Java Platform Module System (JPMS) and makes it possible to create modular applications natively in Java. Modularity is key in managing complexity in modern applications but is also a complex subject in it of itself that impacts the entirety of an application.<br><br>

In this course, instructor Nick Maiorano breaks down this complexity by explaining what modularity is all about, how Java has adopted modularity and how to start using to build better quality applications.",Course,2018-04-01 13:53 UTC,N/A,false,N/A,
Foundations of the Fourth Industrial Revolution (Industry 4.0) (2019),"The world is being transformed by a fourth industrial revolution. Sometimes referred to as Industry 4.0 or I4.0, the fourth industrial revolution takes the digital revolution a step further. The technology at its center—large-scale, low-cost automation and machine intelligence—has the potential to affect how we learn, work, move, communicate, and interact. This lecture-based series reviews the disruptive changes underway in science and culture and their impact on the future. Learn about the main technologies that are emerging, including artificial intelligence and blockchain, and their effect on cities, industries, and people. Dr. Jonathan Reichental also explains how people can take action to ensure Industry 4.0 doesn't leave anybody behind.",Course,2021-09-13 08:57 UTC,N/A,false,N/A,
Human Resources: Leadership and Strategic Impact,"Human resources must a be an equal partner in defining an organization's strategy. But compared to its financial, technology, and customer counterparts, HR strategy can feel vague and disconnected from the core mission. How can HR step up to lead? By focusing on pivotal priorities, asking clarifying questions, and following proven frameworks. In this course, award-winning HR guru, researcher, consultant and coach John Boudreau shows how to drive impact, efficiency, and effectiveness of HR investments using his HC BRidge methodology. He shows how to ask the right questions, avoid the obvious (often wrong) answers, and define the talent, relationships, and pivotal processes that will have the biggest impact on company success. Using this toolkit, you build a sustainable HR strategy that will guide your choices and keep them in line with the rest of the organization. Plus, learn how to use bottlenecks to spot priorities, and measure the impact of your new strategy.",Course,2020-05-20 12:44 UTC,N/A,true,N/A,
Blender 2.8 Essential Training,"Blender is a powerful open-source solution for 2D and 3D modeling, animation, compositing, and post-production. Get a beginner-level introduction to the toolset in Blender 2.8, in this introductory course with David Andrade. David provides a thorough overview of the Blender feature set, as well as practical production techniques that combine know-how with a healthy dose of how-to.  He dives into specific techniques, such as scene layout and modeling, sculpting, texturing and shading, 2D and 3D animation, dynamic simulations, rendering, and video effects (VFX). Plus, get performance-boosting tricks to get Blender to render your creations even faster. Each lesson helps you gain the control and skill you need to create professional artwork for multiple platforms: games, movies, and animation.",Course,2021-08-24 03:58 UTC,N/A,false,N/A,
Working with Difficult People,"<p>In every workplace, you're likely to encounter colleagues who are more difficult to work with than others. But before you rush to judgment, you should determine if and how you might be contributing to the situation, and what you can do to help.</p><p>In this course, join psychologist Dr. Emily Anhalt as she shows you how to navigate and communicate with people who you find challenging to deal with at work. Pause and reflect on your role in challenging work situations to uncover how empathy can help you work better with others. Emily shares strategies to respond to a wide variety of particularly challenging work situations, including with people whose behavior is negative, absent, competitive, and passive-aggressive. By the end of this course, you’ll be prepared with new skills and practical strategies to have an effective conversation with someone you find difficult to work with.</p><p>This course includes AI-powered Role Play. Role Play allows you to practice what you’ve learned in interactive simulations of real-world conversations.</p>",Course,2024-08-04 16:37 UTC,N/A,false,N/A,
Critical Thinking,"<p>Critical thinking is the ability to think reflectively and independently in order to make thoughtful decisions. By focusing on root-cause issues critical thinking helps you avoid future problems that can result from your actions. In this course, leadership trainer and expert Mike Figliuolo outlines a series of techniques to help you develop your critical thinking skills. He reveals how to define the problem you're trying to solve and then provides a number of critical thinking tools such as blowing up the business, asking the 5 whys and the 7 so whats, exploring the 80/20 rule, and more. He also provides guidance on how to develop this skill across your whole team.</p><p>This course includes AI-powered Role Play. Role Play allows you to practice what you’ve learned in interactive simulations of real-world conversations.</p>",Course,N/A,N/A,true,N/A,
Getting Your Ideas Approved,"Pitching a big idea can be a daunting prospect if you're unsure where to start. Gathering data and presenting facts isn't always sufficient. Leadership consultant Mike Figliuolo knows how to help you turn the ideas in your head into clear and compelling proposals. His Structured Thought and Communication method is designed to help you clearly articulate the value of your big idea and align it with the needs of stakeholders. While going through the method, you'll get to see how to build an architecture for your idea, create a story that highlights the benefits of your idea, and identify the data that helps prove the value of your idea. By the end of this course, you'll be ready to define, test, and communicate your idea to get the support and buy-in you seek. This course is based on Mike's highly successful Structured Thought and Communication instructor-led training and his book, <i>The Elegant Pitch: Create a Compelling Recommendation, Build Broad Support, and Get it Approved</i>.",Course,N/A,N/A,true,N/A,
AWS and React: Creating Full-Stack Apps (2019),"Before developers can take their app idea from the drawing board to the app store, certain key pieces—from hosting to user accounts—must be set in place. Amazon Web Services (AWS) offers a variety of powerhouse services you can leverage to add these essential pieces to your React apps. In this course, learn how to use AWS with React to speed up your app development workflow. Instructor Bear Cahill shows you how to work with AWS to add hosting, user authentication, and a back-end database to your React app.",Course,2019-11-04 14:09 UTC,N/A,false,N/A,
Customer Service: Creating Customer Value,"<p>If you are a customer service manager or a sales manager, you know how important it is to identify a customer’s value to your company. But how do you assign the value? How do you determine what is most valuable to your company? In this course, instructor Noah Fleming walks you through ways to define, create, and evaluate customer value. Noah explains both the way the business defines customer value and the way the customer defines value. He goes over a number of simple ways to create customer value and ways to measure customer value. Then Noah dives into the value narrative, covering steps like understanding value over price, reviewing your company messaging, and reshaping your value narrative. He finishes up with some advanced tips, such as proactively extracting customer value, considering current value vs. future value, and sorting from low value to high value.</p><p>This course is part of a <a href=""https://www.linkedin.com/learning/paths/cscmp-supply-chain-foundations-customer-relationship-management-professional-certificate"" target=""_blank"">Professional Certificate</a> from CSCMP.</p>",Course,2022-02-07 06:52 UTC,2022-02-07 06:48 UTC,false,N/A,
Google Cloud Platform (GCP) Essential Training for Developers,"Developing and deploying software in the cloud is the new normal for the tech industry and Google Cloud Platform (GCP) is one of the major cloud providers. Google provides a multitude of cloud computing services that can make developing much easier. In this course, discover how to design, build, and maintain applications in GCP. Learn best practices for deploying and configuring optimized, secure, and scalable settings in App Engine and for setting up Cloud SQL application architecture. See how to manage distributed queues in Cloud Tasks, a managed service for executing background tasks and processes. And finally, explore Cloud Logging and other GCP tools you can use to optimize your application when it goes live.",Course,2021-09-14 09:06 UTC,N/A,false,N/A,
Nano Tips for Managers: Fostering Human Connection with Simone Heng,"<p>Welcome to our <i>Nano Tips</i> series, where LinkedIn Learning creators deliver impactful lessons in literally seconds. In this installment, discover powerful, practical strategies to grow your career by fostering meaningful, lasting human connection with insights from Simone Heng, human connection specialist and author of <i>Let's Talk About Loneliness</i>.</p><p>Start embracing connection in both your professional and personal life by tapping into the five types of human connection: self-connection, intimate connection, relational connection, collective connection, and microconnections. Along the way, Simone shows you how to successfully foster connection in the workplace, whether you work in a remote, hybrid, or on-premises environment.</p>",Course,2024-09-11 06:16 UTC,N/A,false,N/A,
Remote Work Foundations (2018),"When you unlock the power of remote work, you can ditch your commute, work where you focus best, and spend more time doing things you love, all while advancing your career. In this course, coach Mike Gutman from FlexJobs shows how to use today's cloud-based communication and collaboration tools to get work done from anywhere, while remaining connected to your organization. He reveals how you can create a productive work environment at home or around town by structuring your day correctly and avoiding distractions. He also explains how to build rapport with remote colleagues so you feel like you're part of the team and succeed in your remote career. Watch this course to learn how to work productively, when and where you want, and achieve the freedom and flexibility you need for a more balanced life. <br><br>Note: This course was featured in <i>Market Watch</i>, <i>Inc.</i>, <i>Fortune</i>, <i>Forbes</i>, and <i>Entrepreneur</i>.",Course,2021-03-18 08:22 UTC,N/A,false,N/A,
Visual Storytelling in PowerPoint,"Are you ready to take your PowerPoint presentations to the next level, but don’t know where to begin? The cure for the common PowerPoint often seems more elusive than it is. Incorporating visual storytelling techniques into your slides can set you apart in a very big way. In this course, instructor Jole Simmons brings years of experience as a professional presentation designer to teach you how to make your presentation come alive with a good story.<br><br>Learn about the framework of an effective story and how to identify and communicate the elements of yours, such as the hero, the setting, the challenge, and the resolution. Get tips on finding an emotional connection between your audience and your insights by visualizing the story in your slides. Whether you’re creating a PowerPoint for a team meeting or a company all-hands presentation, telling a cohesive story with your slides will make your message stand out.",Course,2022-02-07 11:41 UTC,N/A,false,N/A,
Neural Networks and Convolutional Neural Networks Essential Training (2018),"Take a deep dive into neural networks and convolutional neural networks, two key concepts in the area of machine learning. In this hands-on course, instructor Jonathan Fernandes covers fundamental neural and convolutional neural network concepts. Jonathan begins by providing an introduction to the components of neural networks, discussing activation functions and backpropagation. He then looks at convolutional neural networks, explaining why they're particularly good at image recognition tasks. He also steps through how to build a neural network model using Keras. Plus, learn about VGG16, the history of the ImageNet challenge, and more.",Course,N/A,N/A,true,N/A,
How to Fix Bad Agile,"More than 80% of software products are delivered using an agile mindset, but the reality is that there is a lot of bad agile. Many agile coaches will tell you that bad agile is only good agile unoptimized, so this course walks you through five ways to optimize your agile team and enhance key processes. This course shows you how to keep standups, retrospectives, and product reviews productive, as well as how to keep the processes stable while allowing room for improvement. Next, it offers tips to improve your estimation and planning, while staying focused on the purpose behind the user stories. This course teaches you how to engage product owners, democratize scrum masters, and transition successfully to a cross-functional team. It also explains how to appease milestone managers and make sure that the product owner maintains ownership of the product. Finally, this course covers how to collaborate with the rest of the organization and keep your team together.",Course,2021-12-09 08:25 UTC,N/A,false,N/A,
Learning the OWASP Top 10 (2018),"It seems like there is a security-related incident in the news every day. What makes systems—and the software that runs them—vulnerable to attack? The Open Web Application Security Project (OWASP) was formed to provide the public with the resources to understand and improve software security. The OWASP Top 10 list describes the ten biggest vulnerabilities. In this course, application security expert Caroline Wong provides an overview of the 2017 OWASP Top 10, presenting information about each vulnerability category, its prevalence, and its impact. Though aimed at IT security professionals and developers, anyone who uses web applications will benefit from an understanding of these risks.</br></br> 
Note: More information about the OWASP Top 10 list can be found on the <a href=""https://resource.cobalt.io/owasp-top-10-is-a-good-start.-now-what"" target=""_blank"">Cobalt website</a>.",Course,2021-03-24 17:13 UTC,N/A,false,N/A,
Test-Driven Infrastructure with Chef,"How do you apply test-driven development (TDD) principles to infrastructure as code when utilizing an automation framework like Chef? Join instructor Robin Beck in this training course to explore the infrastructure testing tools that ship with the Chef Development Kit (ChefDK). For integration testing, Robin introduces Test Kitchen, which allows you to verify your cookbook integrity by deploying code in isolation to a test environment, such as a virtual machine, Docker container, or cloud instance. He also reviews InSpec, the language for evaluating security and compliance issues. Finally, Robin demonstrates unit testing with ChefSpec, a fork of the popular RSpec framework that can verify the functionality of code in memory.</br></br>

With a focus on practical exercises, this course guides developers through a workflow that helps you reduce errors and produce production-ready infrastructure—before your cookbooks ever enter the pipeline.",Course,2019-02-07 08:25 UTC,N/A,false,N/A,
Data Science & Analytics Career Paths & Certifications: First Steps,"The career opportunities in data science, big data, and data analytics are growing dramatically. If you're interested in changing career paths, determining the right course of study, or deciding if certification is worth your time, this course is for you.<br><br>

Jungwoo Ryoo is a professor of information science and technology at Penn State. Here he reviews the history of data science and its subfields, explores the marketplaces for these fields, and reveals the five main skills areas: data mining, machine learning, natural language processing (NLP), statistics, and visualization. This leads to a discussion of the five biggest career opportunities, the six leading industry-recognized certifications available, and the most exciting emerging technologies. Along the way, Jungwoo discusses the importance of ethics and professional development, and provides pointers to online resources for learning more.",Course,2018-04-01 14:08 UTC,N/A,false,N/A,
Learning Splunk (2018),"Splunk is a tool for analyzing and searching incoming machine-generated data like application or database logs. It is ideal for monitoring the health of IT infrastructure, especially networks with complex and aging systems, and software in production. In this course you can learn the basics of how Splunk works and how it can help you monitor data from multiple systems: web servers, databases, applications, and even cloud-based resources. Explore the search and reporting features, and learn how to set up alerts so that you can catch potential problems before they become critical. Plus, learn how to set up dashboards for visual insights into the state of your systems. Instructor Josh Samuelson illustrates the lessons with examples from real-world scenarios, where Splunk is used for centralized logging and reporting from multiple systems.",Course,2021-09-21 10:33 UTC,N/A,false,N/A,
Cert Prep: Scrum Master (2018),"Become certified as a scrum master and become more marketable in your field. Scrum certification demonstrates your knowledge and abilities to employers and clients, and proves you can be trusted to accomplish important business objectives. This course helps candidates master the foundational knowledge they need to study in order to pass several of the leading scrum master exams. Join Kelley O'Connell, agile coach, as she reviews the roles and responsibilities of the scrum team, the different types of scrum events, and the artifacts produced during the scrum lifecycle. Plus, learn how scrum masters track the progress on their projects using burn-down charts and other reports. By the end of the course, you'll understand the foundations of scrum and be ready to take the exam and enjoy the benefits and expanded career opportunities opened by certification.",Course,2020-05-29 11:44 UTC,N/A,false,N/A,
CONTENT METADATA NO LONGER EXISTS - urn:li:lyndaCourse:552874,CONTENT METADATA NO LONGER EXISTS - urn:li:lyndaCourse:552874,Course,2018-03-29 11:59 UTC,N/A,true,N/A,
Data Science Foundations: Python Scientific Stack (2017),"Data science provides organizations with striking—and highly valuable—insights into human behavior. While data mining can seem a bit daunting, you don't need to be a highly-skilled programmer to process your own data. In this hands-on course, learn how to use the Python scientific stack to complete common data science tasks. Miki Tebeka covers the tools and concepts you need to effectively process data with the Python scientific stack, including Pandas for data crunching, matplotlib for data visualization, NumPy for numeric computation, and more.",Course,N/A,N/A,true,N/A,
Microsoft 365 New Features (2018),"In this regularly updated course, instructor David Rivers covers the latest features added to Microsoft Office 365 including Word, Excel, Outlook, and PowerPoint, and new apps added to the Office suite. Find out how to use the new natural language query feature in Excel, translate email text from a foreign language in Outlook, rehearse slideshows in PowerPoint, and draft a document with your voice in Word. This course is updated on a regular basis; check back often to get up to speed with the latest features.",Course,2019-11-13 13:34 UTC,N/A,false,N/A,
CONTENT METADATA NO LONGER EXISTS - urn:li:lyndaCourse:2807389,CONTENT METADATA NO LONGER EXISTS - urn:li:lyndaCourse:2807389,Course,2019-12-27 13:49 UTC,N/A,false,N/A,
How to Build Rapport Quickly,"With the rise of technology, people are having fewer face-to-face conversations. As a result, there are fewer opportunities to practice and build our social skills. But with numerous studies showing that having fewer social relationships negatively affects our health, relationship building isn't a skill we can afford to lose. In this course, adapted from the podcast <i>How to Be Awesome at Your Job</i>, best-selling author and customer service consultant John DiJulius shares expert tips for quickly building lasting emotional ties. John outlines the five essential characteristics of relationship building, emphasizing the role that authenticity, curiosity, and empathy play in forging genuine connections. He shares topics you can turn to quickly build rapport and find common ground. Plus, he goes over how to take cues from investigative reporters to ask questions that spark a lively discussion.<br><br>This course was created by Pete Mockaitis of <i><a href=""https://awesomeatyourjob.com/"" target=""_blank"">How to Be Awesome at Your Job</i></a>. We are pleased to offer this training in our library.<br><br><img src=""https://media.licdn.com/media/AAYAAgCwAAoAAQAAAAAAAIBpAic0FsSvQXaA8NB7qnVcIw.jpg"" alt=""Company logo for How to Be Awesome at Your Job"" width=""20%"" height=""20%""/>",Course,2022-11-15 14:31 UTC,N/A,false,N/A,
Designing RESTful APIs,"Having a solid understanding of how to correctly build APIs is important for any developer planning on creating websites. In this course, learn how to plan and model your own APIs, and explore the six REST design constraints that help guide your architecture. Keith Casey starts with a simple overview, including advice on identifying the users or ""participants"" of your system, and the activities they might perform with it. He discusses how to validate your design before you build it, and explores the HTTP concepts and REST constraints needed to build your API. To wrap up, Keith goes over some of the most common API design patterns you may encounter.",Course,2018-03-29 12:02 UTC,N/A,true,N/A,
SQL Essential Training (2014),"Whatever a database is being used for—websites, bookkeeping, sales and inventory, or even the lowly to-do list—it's still all about the data. Completely updated for 2014, <em>SQL Essential Training</em> is designed to help users understand the most common language for database wrangling, SQL. Beginning with a quick start introduction for those who want to start working with data immediately, instructor Bill Weinman teaches all the major features of SQL: creating tables; defining relationships; manipulating strings, numbers, and dates; using triggers to automate actions; and working with subselects and views. He offers a solid working knowledge of the language, and shows how to retrieve and manage data efficiently. The final chapter includes a real-world example of building a simple CRUD (Create, Read, Update, and Delete) application using SQL.",Course,2018-04-06 14:04 UTC,N/A,true,N/A,
CONTENT METADATA NO LONGER EXISTS - urn:li:lyndaCourse:2807387,CONTENT METADATA NO LONGER EXISTS - urn:li:lyndaCourse:2807387,Course,2019-12-17 10:50 UTC,N/A,false,N/A,
Databases for Node.js Developers (2017),"Node.js developers often consider MongoDB to be their main choice when building a data-driven application—but many alternatives may provide better solutions. In this course, learn about the various database options available for Node.js applications, so that you can select the right database for your app. Daniel Khan reviews the basics of relational and nonrelational databases, and explains how—and when—to use document databases with Node.js. He also covers using key-value stores and relational databases with Node.js, demonstrating how to work with MySQL and Sequelize.",Course,N/A,N/A,true,N/A,
Learning Bash Scripting (2013),"Bash, or the Bourne Again Shell, is a widely popular command-line interpreter for administration and programming tasks. It's also the default option on Mac OS X and Linux. But Bash is different than most scripting languages. That's why Scott Simpson spends some time in this course running you through the syntax—introducing variables, numbers, and control structures—so you can start writing scripts right away. He shows you how to wrap up multiline operations in one file, implement flow control, and interact with users to get input. Plus, he offers challenges along the way that allow you to put what you've learned to the test.",Course,2020-05-26 10:28 UTC,N/A,false,N/A,
MySQL Essential Training (2014),"MySQL is by far the most popular database management system for small- to medium-sized web projects. In this course, Bill Weinman provides clear, concise tutorials that guide you through creating and maintaining a MySQL database of your own. Bill explores the basic syntax, using SQL statements to create, insert, update, and delete data from your tables. He also covers creating a new database from scratch, as well as data types, transactions, subselects, views, and stored routines. Plus, learn about the multi-platform PHP PDO interface that will help you connect your database to web applications.",Course,2018-06-13 13:54 UTC,N/A,true,N/A,
Cloud Native Projects: GCP Serverless,"Every cloud developer should understand the use of serverless functions in cloud environments. In this course, senior software engineer Frank Moley shows you how to understand and implement serverless cloud functions in Google Cloud Platform (GCP). Frank introduces GCP Cloud Functions, as well as the benefits, negatives, and risks of a serverless system. Then he walks you through the steps and strategies you need to implement Python, Java, and Go in GCP serverless, including practical challenges and solutions for each.",Course,2021-08-15 05:05 UTC,N/A,false,N/A,
CONTENT METADATA NO LONGER EXISTS - urn:li:lyndaCourse:2237444,CONTENT METADATA NO LONGER EXISTS - urn:li:lyndaCourse:2237444,Course,2020-01-16 05:50 UTC,N/A,false,N/A,
Data Science on Google Cloud Platform: Predictive Analytics,"Predictive analytics use historic data to look forward, enabling organizations to make better decisions. However, making accurate predictions from big data can be an overwhelming task. Enter Google Cloud Platform (GCP), a suite of cloud-computing services that bring scalability, elasticity, and automated machine learning to predictive analytics. This course—one of a series by data scientist Kumaran Ponnambalam—shows how to apply the power of GCP to generate predictions for your business. Start off by exploring the different tools and features for predictive analytics in GCP, including Cloud Dataproc, Cloud ML Engine, and the machine learning APIs such as Cloud Translation, Cloud Vision, and Cloud Video Intelligence.  Then explore learn how to build, train, and deploy models to create predictions. Plus, learn best practices for cost control, testing, and performance monitoring of predictive models.",Course,2022-02-06 08:35 UTC,2022-02-02 17:35 UTC,false,N/A,
Data Science on Google Cloud Platform: Exploratory Data Analytics,"Cloud computing brings unlimited scalability and elasticity to data science applications. Expertise in the major platforms, such as Google Cloud Platform (GCP), is essential to the IT professional. This course—one of a series by cloud engineering specialist and data scientist Kumaran Ponnambalam—shows how to conduct exploratory data analytics with GCP. First, review the concepts of segmentation and profiling. Then get hands on, as you learn to perform both text and visual analysis of data using tools provided by GCP: Cloud Datalab, BigQuery, Cloud Dataflow, and Data Studio. Finally, look at an end-to-end use case that applies what you've learned in the course.",Course,2021-07-25 15:03 UTC,N/A,false,N/A,
Jeff Dyer on Innovation,"Innovators are often creative people. But to take a clever idea and actually make it a marketable product requires a bit more than mere invention. In this course, join thought leader and innovation expert Jeff Dyer as he shares his insights on developing the key skills that lead to innovative capabilities, and explains how to apply those skills to accomplish repeated innovation. Jeff discusses behaviors and techniques that can help you generate creative ideas, as well as a method for bringing your ideas to the marketplace.",Course,N/A,N/A,true,N/A,
Creating Maps with R,"If you need to learn more about creating maps with R, this beginner-friendly course introduces an end-to-end mapping workflow and shows you how to import your data directly from Excel to create both static and interactive maps. Instructor Charlie Joey Hadley explains mapping fundamentals, like geo markers, scatter plots, hexbin maps, cartograms, and more. Charlie walks you through processing GIS data from Excel and working with GIS data formats such as raster, vector, sf, and sp. She demonstrates how to create, label, and transform static maps with ggplot2, then dives into building interactive, mobile-ready maps using Leaflet, an HTML widget package for creating interactive maps with R. Plus, Charlie covers base maps and tiles, projections, the Coordinate Reference System (CRS), and more.",Course,2022-12-25 15:06 UTC,N/A,false,N/A,
Project Management: International Projects,"Excellent collaboration and communication are key ingredients that help project teams reach successful outcomes. This is particularly true when team members must interact in the additional complexity of multicultural settings and physical distance. By learning how people from other cultures understand things differently, you can enhance collaboration and communication in your international team—and improve your chances for positive project results. In this course, instructor Sam Yankelevitch shares techniques that can help project managers effectively manage projects in settings where team players are separated by culture, language, and distance. Learn how to best communicate with suppliers and customers in global situations, how power distance affects decisions and execution, how to build trust when the people you work with are far away, and more.",Course,N/A,N/A,true,N/A,
Leading with Emotional Intelligence (2013),"Emotions are all around us in the office, and it's important for leaders to understand how to harness them to cultivate productivity and positive relationships. In this course, lynda.com director of learning and development Britt Andreatta shows how to develop emotional intelligence to better lead teams, work with peers, and manage up.<br><br>

Learn what emotional intelligence is and how it factors in at work and discover concrete techniques for raising your own emotional quotient (EQ). This includes perceiving yourself accurately, exercising emotional self-control, practicing resilience, and developing empathy. Then turn those lessons around to build your awareness of others and learn to inspire helpful communication and manage conflict.<br><br>Lynda.com is a PMI Registered Education Provider. This course qualifies for professional development units (PDUs). To view the activity and PDU details for this course, click <a href=""https://ccrs.pmi.org/search/Activity/215533"" target=""_blank"">here</a>.<br><img src=""https://media.licdn.com/media/AAYAAQCwAAoAAQAAAAAAAEek_v1B9xtISnas4Pi7rm5RPg.jpg"" height=""50%"" width=""50%""><br>The PMI Registered Education Provider logo is a registered mark of the Project Management Institute, Inc.",Course,2018-04-03 11:02 UTC,N/A,true,N/A,
Intermediate SQL for Data Scientists (2021),"There is an increasing need for data scientists and analysts to understand relational data stores. Organizations have long used SQL databases to store transactional data as well as business intelligence related data. This course was designed for data scientists who need to work with SQL databases. Specifically, it was designed to help these professionals learn how to perform common data science tasks, including exploration and extraction of data within relational databases.<br><br>Instructor Dan Sullivan kicks off the course with a brief overview of SQL data manipulation and data definition commands. He then focuses on how to use SQL queries to prepare data for analysis; leverage statistical functions to better understand that data; and work with aggregates, window operations, and more.",Course,2023-01-19 07:14 UTC,N/A,false,N/A,
SketchUp 2019 Essential Training,"Build your 3D modeling skills by mastering the basics of SketchUp. In this course, get up to speed with this easy-to-use 3D modeling application by gaining a foundational understanding of the drawing and design tools offered in the 2019 version of SketchUp. Instructor Tammy Cody covers navigating the interface, manipulating objects, drawing, leveraging organizational tools, and working with materials and textures on both Windows and Mac computers. Plus, learn how to apply simple styles and animation to make your 3D projects more polished and presentable. Throughout the course, Tammy provides opportunities for you to practice what you've learned.",Course,2021-05-05 16:55 UTC,N/A,false,N/A,
Body Language for Leaders (2019),"Research shows that when your verbal and nonverbal signals are out of alignment, people are forced to choose between what they hear and what they see. And subconsciously, they'll believe your body language. In this course, workplace body-language expert Carol Kinsey Goman, PhD, reveals how body language is perceived and often misread, and shares tips for making a positive first impression within the first few seconds of any interaction. She also discusses the role of body language in cross-cultural communication, delves into the importance of body language for leaders, and shows how you can establish leadership presence. Finally, she provides simple and effective tips on communicating with gestures and stance.",Course,2020-02-23 14:51 UTC,N/A,false,N/A,
CONTENT METADATA NO LONGER EXISTS - urn:li:lyndaCourse:105326,CONTENT METADATA NO LONGER EXISTS - urn:li:lyndaCourse:105326,Course,N/A,N/A,true,N/A,
PowerPoint: Eight Easy Ways to Make Your Presentation Stand Out,"Making your PowerPoint slides more polished and engaging is easier than you think. In this short course, presentation guru Jole Simmons shares some helpful tricks to take your PowerPoint game to a new level. First, Jole teaches how to take both the presenter and the audience into account in your design approach. Next, learn to identify the main points of the story you’re trying to tell in PowerPoint. Find out how to go the extra mile in making design calls. Explore some ways to convey your information without forcing everybody to read what's on the slide. Learn how to break information into threes, for better learning retention. Jole also discusses how to make sure your presentation is inclusive and geared towards a variety of people. Then, discover ways to add life to your slides with a well-placed surprise. Jole explains continuity, flow, and how to bring it all together.",Course,2021-08-05 07:24 UTC,2021-08-05 07:12 UTC,false,N/A,
Data Visualization: Storytelling,"<p>We are wired for story. We crave it. Storytelling has played an integral role in our ability to make progress as a species. It should come as no surprise, then, that presenting data and information in story form maximizes the effectiveness of our communication. We can create deeper emotional responses in our audience when we present data in story form.</p><p>Join data visualization expert Bill Shander as he guides you through the process of turning ""facts and figures"" into ""story"" to engage and fulfill our human expectation for information. This course is intended for anyone who works with data and has to communicate it to others, whether a researcher, a data analyst, a consultant, a marketer, or a journalist. Bill shows you how to think about, and craft, stories from data by examining many compelling stories in detail.</p>",Course,2022-03-02 09:29 UTC,N/A,false,N/A,
Designing and Implementing Effective Cybersecurity Controls,"In this course, learn the fundamentals of how security controls are designed and the relationship between vulnerability, threat, risk, and control in an organization.
Instructor Mani Keerthi Nagothu details the risk terminology used in cyber risk assessments and the importance of a defense-in-depth approach for organizations. Understand the basics of cybersecurity standards, frameworks, and best practices to design controls. Get hands-on experience by going through an example ransomware attack and find out how to build controls to defend against these attacks.",Course,2025-07-17 16:43 UTC,N/A,false,N/A,
